,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Engine Type,Condition,age_group,Price_groub,Views Performance
168,Fishing Boat,Gropp power boats,Display Model,0,5.5,1.65,Aluminium,159,12680.0,Switzerland, Lake Constance ,,new,,Cheap (less than 44290),Average (70-170)
169,Sport Boat,Orkney power boats,new boat from stock,0,4.24,1.8,GRP,349,13963.800000000001,Switzerland, Thunersee ,,new,,Cheap (less than 44290),Good (more than 170)
170,Deck Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.0,2.0,GRP,147,12500.0,Italy, Friuli Venezia Giulia ,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
172,Trawler,Schlosswerft power boats,"Used boat,Diesel",1913,14.7,3.65,Steel,235,12500.0,Germany, Baden-W¼rttemberg ,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
173,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1994,5.6,2.2,GRP,452,12500.0,Italy, Gardasee,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
174,Cabin Boat,Compromis power boats,Used boat,1983,7.2,2.85,GRP,165,12500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
177,Bowrider,Ranieri International power boats,new boat from stock,0,5.1,2.1,GRP,278,15096.0,Switzerland, Bielersee ,,new,,Cheap (less than 44290),Good (more than 170)
178,Cabin Boat,Windy power boats,"Used boat,Unleaded",1984,7.05,2.5,GRP,436,15096.0,Switzerland, Finstersee,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
179,Deck Boat,Jeanneau power boats,new boat from stock,2014,5.0,2.0,PVC,35,13690.0,Other," Bratislava, Slovaquie",,new,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
180,Bowrider,Yamarin power boats,new boat from stock,2018,4.57,1.93,GRP,212,14994.0,Switzerland, Vierwaldst¤ttersee ,,new,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
181,Sport Boat,Eolo power boats,new boat from stock,2019,5.7,2.1,GRP,214,13566.0,Germany, DE,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
182,Pilothouse,Draco power boats,"Used boat,Unleaded",1992,6.77,2.28,GRP,760,14790.0,Switzerland, Luganersee ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
183,Sport Boat,Acquaviva (IT) power boats,"Used boat,Unleaded",1998,5.95,2.48,GRP,121,13500.0,Italy, Toscana ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
185,Pilothouse,Arvor power boats,"Used boat,Diesel",1999,6.16,2.48,PVC,110,13500.0,France," PLOUGERNEAU, France",Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
186,Motor Yacht,Bayliner power boats,Used boat,1995,7.75,2.57,GRP,83,13500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
187,Sport Boat,Lema power boats,"Used boat,Diesel",1996,7.0,2.0,PVC,264,13500.0,Spain, Torrevieja,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
188,Center console boat,Ranieri power boats,"Used boat,Unleaded",2002,5.45,2.15,GRP,109,13500.0,Italy, Lombardia - Trentino Alto Adige ,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
189,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,8.8,2.79,GRP,132,13500.0,Croatia(Hrvatska), INFO DD-YACHTING,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
190,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2014,4.5,2.0,PVC,81,13500.0,France," ANDERNOS, ANDERNOS",Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
191,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Diesel",2006,6.5,2.44,Steel,262,13500.0,France," PORNICHET, France",Diesel,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
193,Bowrider,Bayliner power boats,"Used boat,Unleaded",1998,3.0,2.0,PVC,186,14500.0,Other," Portim£o, Portugal",Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
194,Sport Boat,Buster power boats,new boat from stock,0,4.86,1.85,Aluminium,81,15931.380000000001,Switzerland, Safenwil,,new,,Cheap (less than 44290),Average (70-170)
195,Fishing Boat,Smartliner power boats,new boat on order,2020,5.76,2.25,GRP,292,15912.0,Switzerland, Lake Geneva ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
197,Runabout,Karnic power boats,new boat from stock,2018,4.9,2.08,GRP,119,14366.0,Germany, Lake Constance ,,new,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
198,Center console boat,Seagull power boats,"Used boat,Unleaded",2006,5.25,2.16,GRP,151,15810.0,Switzerland, Lake Geneva ,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
199,Motor Yacht,B2 Marine power boats,new boat from stock,2019,4.52,1.9,GRP,220,15708.0,Switzerland, Lake Geneva ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
200,Sport Boat,Allegra power boats,Used boat,2019,6.35,2.45,GRP,172,14200.0,Italy, Lombardia - Trentino Alto Adige ,,Used,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
201,Sport Boat,Romar power boats,new boat from stock,2019,5.68,1.99,GRP,285,14200.0,Switzerland, Diessenhoen,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
202,Sport Boat,Gobbi power boats,Used boat,1997,9.15,3.0,GRP,281,14000.0,Italy, Veneto ,,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
203,Deck Boat,Mingolla power boats,Used boat,2019,6.42,2.38,GRP,152,14000.0,Italy, Lake Garda ,,Used,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
204,Sport Boat,Gobbi power boats,"Used boat,Unleaded",1990,6.42,2.38,GRP,132,14000.0,Other,None,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
205,Sport Boat,Allegra power boats,new boat from stock,2018,5.6,2.35,GRP,70,14000.0,Italy, Lake Garda ,,new,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
206,Cabin Boat,SAS-Vektor power boats,"Used boat,Unleaded",2008,4.99,2.07,GRP,118,14000.0,Croatia(Hrvatska), Biograd,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
207,Sport Boat,Rinker power boats,"Used boat,Unleaded",1992,7.16,2.59,GRP,208,14000.0,Italy, Friuli-Venezia Giulia,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
208,Motor Yacht,Quicksilver power boats,Used boat,2008,5.55,2.47,GRP,238,14950.0,Germany, BOOTSCENTER KESER GMBH,,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
209,Sport Boat,Marinello power boats,"new boat from stock,Unleaded",2014,4.7,1.85,GRP,156,14900.0,Germany, Stadtprozelten,Unleaded,new,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
210,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1983,10.0,3.0,GRP,111,14900.0,Croatia(Hrvatska), Istra,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
211,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,87,14900.0,Italy, Dormelletto ,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
212,Fishing Boat,Vizion power boats,new boat from stock,2019,4.7,1.95,Aluminium,70,14900.0,Germany, Berlin ,,new,Modern (built after 2018),Cheap (less than 44290),Low (less than 70)
214,Flybridge,Draco power boats,"Used boat,Diesel",1980,9.1,3.14,GRP,356,14900.0,Italy, Friuli Venezia Giulia ,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
215,Cabin Boat,Hilter power boats,"Used boat,Unleaded",1984,7.9,2.5,GRP,198,14900.0,Germany, Bayern ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
216,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2017,5.15,2.15,PVC,68,14900.0,Other,None,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
217,Center console boat,Ultramar power boats,"Used boat,Unleaded",2018,5.3,1.96,GRP,103,14900.0,Germany, Bnningstedt,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
219,Pontoon Boat,Ranieri International power boats,"new boat from stock,Unleaded",2020,5.55,2.18,GRP,80,14900.0,Switzerland, Lugano ,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
221,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2002,5.0,2.1,GRP,180,14900.0,Germany, 25488 Holm,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
222,Cabin Boat,Seaswirl power boats,"Used boat,Unleaded",1995,6.5,2.5,GRP,145,15500.0,Germany, Genthin,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
224,Sport Boat,Maxum power boats,"Used boat,Diesel",2007,6.12,2.31,GRP,185,15500.0,Other, St.Julians,Diesel,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
225,Sport Boat,Fjord Plast power boats,"Used boat,Unleaded",1979,6.5,2.5,GRP,125,15500.0,Other, Linz,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
226,Motor Yacht,Scand power boats,"Used boat,Unleaded",1993,9.2,2.98,GRP,236,15500.0,Other, Donau ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
227,Trawler,Hoekstra power boats,Used boat,1976,9.5,3.2,Steel,253,15500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
228,Trawler,SkilsÃ¶ power boats,"Used boat,Diesel",1979,7.0,2.5,GRP,311,15500.0,Germany, Niedersachsen ,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
229,Cabin Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.5,2.29,GRP,219,15499.0,Germany, Kieler Bucht mit Fehmarn ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
230,Deck Boat,Jeanneau power boats,new boat from stock,2017,5.0,2.0,PVC,71,15490.0,Other," Bratislava, Slovaquie",,new,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
231,Center console boat,Jeanneau power boats,new boat on order,2020,5.48,2.36,GRP,56,15446.0,Germany, Bnningstedt / Werft,,new,Modern (built after 2018),Cheap (less than 44290),Low (less than 70)
232,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,6.34,2.48,GRP,148,15446.0,Other,None,Unleaded,new,,Cheap (less than 44290),Average (70-170)
233,Center console boat,Ranieri power boats,new boat from stock,2019,6.0,2.25,GRP,116,15400.0,Italy, Lombardia - Trentino Alto Adige ,,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
234,Deck Boat,Crescent power boats,"Used boat,Diesel",2019,5.0,1.0,GRP,45,14885.0,Denmark, Svendborg,Diesel,Used,Modern (built after 2018),Cheap (less than 44290),Low (less than 70)
235,Cabin Boat,Atlanta power boats,Used boat,0,7.37,1.85,GRP,140,16374.15,UnitedKingdom," Lincoln, Royaume Uni",,Used,,Cheap (less than 44290),Average (70-170)
236,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,54,16490.0,Germany," MARINA WASSERSPORT, MUENCHEN",Unleaded,new,,Cheap (less than 44290),Low (less than 70)
237,Center console boat,Buster power boats,new boat from stock,2018,4.57,1.83,GRP,53,17491.5,UnitedKingdom," Lincoln, Lincoln",,new,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
238,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2020,4.7,2.02,Aluminium,341,18037.68,Switzerland, Bouveret,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
239,Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,90,16314.0,Other,None,Unleaded,new,,Cheap (less than 44290),Average (70-170)
240,Pilothouse,Milan  power boats,"Used boat,Diesel",1992,6.19,2.4,GRP,201,17850.0,Switzerland, Bielersee,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
241,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,4.54,1.85,GRP,98,16304.0,Germany, MUENCHEN,Unleaded,new,,Cheap (less than 44290),Average (70-170)
242,Center console boat,Jeanneau power boats,new boat from stock,2020,5.48,2.36,GRP,99,16220.0,Germany, Bnningstedt / Werft,,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
243,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,5.48,2.36,GRP,75,16219.0,Germany, 1,Unleaded,new,,Cheap (less than 44290),Average (70-170)
245,Sport Boat,AMT power boats,new boat from stock,2019,5.15,2.08,GRP,60,16190.0,Germany, auf Anfrage,,new,Modern (built after 2018),Cheap (less than 44290),Low (less than 70)
246,Pontoon Boat,Doral power boats,"Used boat,Unleaded",1995,7.2,2.57,GRP,387,17850.0,Switzerland, Luganersee ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
247,Pilothouse,Smartliner power boats,new boat on order,2020,6.4,2.25,GRP,399,17748.0,Switzerland, Lake Geneva ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
248,Center console boat,Morningstar power boats,new boat from stock,2019,5.0,2.0,Aluminium,149,17748.0,Switzerland, Vierwaldst¤ttersee ,,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
249,Deck Boat,Yamarin power boats,new boat from stock,2020,4.0,1.0,GRP,50,15535.0,Denmark, Svendborg,,new,Modern (built after 2018),Cheap (less than 44290),Low (less than 70)
250,Sport Boat,Bombardier power boats,"Used boat,Unleaded",1998,7.35,2.6,GRP,141,16000.0,Croatia(Hrvatska),None,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
251,Pilothouse,Smartliner power boats,"Used boat,Unleaded",2017,6.45,2.25,PVC,53,16900.0,Other," Tivat, Montenegro",Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
252,Cabin Boat,Four Winns power boats,"Used boat,Unleaded",1992,6.3,2.34,GRP,154,16900.0,Germany, Bayern ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
253,Bowrider,Wellcraft power boats,"Used boat,Unleaded",1995,8.53,2.59,GRP,244,16900.0,France," MANDELIEU, MANDELIEU",Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
254,Center console boat,Allegra power boats,"Used boat,Unleaded",2019,5.6,2.16,GRP,107,16900.0,Italy, Lombardia - Trentino Alto Adige ,Unleaded,Used,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
255,Cabin Boat,Fairline power boats,"Used boat,Unleaded",1985,8.04,3.06,GRP,405,16900.0,Germany, Baden-W¼rttemberg ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
256,Motor Yacht,Jeanneau power boats,Used boat,2005,7.15,2.59,PVC,62,16900.0,France," SAINT CYPRIEN, France",,Used,Old (built between 2000-2017),Cheap (less than 44290),Low (less than 70)
257,Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2005,7.15,2.59,PVC,98,16900.0,France," SAINT CYPRIEN, France",Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
258,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2003,5.47,2.34,PVC,152,16900.0,Spain," Torrevieja, Espagne",Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
259,Motor Yacht,Moonfleet power boats,Used boat,0,4.8,1.6,GRP,121,16900.0,Other, Riga,,Used,,Cheap (less than 44290),Average (70-170)
260,Trawler,GioMare power boats,Used boat,1995,5.7,2.8,GRP,172,16900.0,Other,None,,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
261,Bowrider,Bella power boats,Display Model,2019,5.01,2.01,GRP,339,18625.2,Switzerland, Vierwaldst¤ttersee ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
262,Sport Boat,Yamarin power boats,new boat from stock,2020,5.53,2.24,GRP,127,16870.0,Germany, Nordrhein-Westfalen ,,new,Modern (built after 2018),Cheap (less than 44290),Average (70-170)
263,Center console boat,Saver power boats,"new boat from stock,Unleaded",2020,5.83,2.03,GRP,247,18574.2,Switzerland, Thunersee ,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
264,Fishing Boat,Lund Boats power boats,new boat from stock,2020,4.95,2.03,Aluminium,241,18564.0,Switzerland, Lake Geneva ,,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
265,Motor Yacht,Mariah power boats,"Used boat,Unleaded",1997,6.5,2.5,Thermoplastic,331,18564.0,Switzerland, Murtensee ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
267,Deck Boat,Quicksilver power boats,"Used boat,Unleaded",2005,6.22,2.47,PVC,144,17500.0,France," CAP D'AGDE, CAP D'AGDE",Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Average (70-170)
270,Pilothouse,Ocqueteau power boats,"Used boat,Gas",2010,5.4,2.4,GRP,192,17500.0,Other, Lisbon ,Gas,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
272,Trawler,Pedro power boats,Used boat,1984,8.6,2.8,Steel,149,17500.0,Netherlands, In verkoophaven,,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
273,Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7.0,2.0,GRP,164,17490.0,Germany, Schwerin,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
274,Cabin Boat,Winga power boats,"Used boat,Diesel",1977,7.5,2.75,GRP,162,17490.0,Germany, Verkaufshafen Brandenburg-Plaue,Diesel,Used,Very Old (built before 2000),Cheap (less than 44290),Average (70-170)
275,Fishing Boat,VBoats power boats,"new boat from stock,Unleaded",2019,5.0,1.94,Aluminium,215,19278.0,Switzerland, Bouveret,Unleaded,new,Modern (built after 2018),Cheap (less than 44290),Good (more than 170)
276,Center console boat,Italmar power boats,Display Model,0,5.7,2.2,GRP,237,19278.0,Switzerland, Lake Constance ,,new,,Cheap (less than 44290),Good (more than 170)
278,Sport Boat,Campion power boats,"Used boat,Unleaded",2001,5.71,2.34,Plastic,335,19278.0,Switzerland, Lago Maggiore ,Unleaded,Used,Old (built between 2000-2017),Cheap (less than 44290),Good (more than 170)
279,Sport Boat,Sunbird power boats,"Used boat,Unleaded",1990,6.5,2.45,Plastic,686,19278.0,Switzerland, Lake Constance ,Unleaded,Used,Very Old (built before 2000),Cheap (less than 44290),Good (more than 170)
